Gene	Num
BCL11B	16
SIRPG	16
OR2C3	16
DYNC1I1	16
TNS3	16
CALCRL	16
AOC1	16
OR1S2	15
PTPRU	15
CACNA1D	15
JARID2	15
EPHA4	15
CCDC171	15
DLGAP4	15
ZBTB20	15
LDB2	15
TPH2	15
HDAC4	15
CCKAR	15
OPN5	15
MUC6	15
ITGA2	15
DCLRE1A	15
NEDD4	15
XKR7	15
OR56A3	15
USP24	15
FRMD6	15
ERCC6	15
ABCA1	15
CALN1	15
IGDCC4	15
KIF4A	15
OR4K1	15
KIAA2026	15
ZNF667	15
ENAM	15
RTL4	15
CHD3	15
KCNH3	15
KIR2DL4	15
CYLC2	15
PCDHGA10	15
KIAA1614	15
OR4P4	15
MCHR2	15
MYOC	15
PGBD1	15
PIKFYVE	15
ZKSCAN2	15
C8A	15
NEBL	15
PRLR	15
TBX4	15
SYNE3	15
PTPRO	15
TSHZ1	15
TTC17	15
MYOM3	15
ADAM33	15
ANGPT1	15
HEPACAM2	15
EPHA8	15
MMS22L	15
ANKFN1	15
CNOT1	15
ADGRD1	15
AIFM1	15
ABCD2	15
CFAP251	15
R3HCC1L	15
THEMIS	15
ARHGAP25	15
CABS1	15
NRG1	15
AOAH	15
ABCA7	15
CPNE4	15
DDR2	15
UTP20	15
GAK	15
ABCA4	15
TGM4	15
GPR156	15
ATP11C	15
SLC12A2	15
CROCC	15
ARHGAP5	15
SYTL4	15
PLCG2	15
PTGS1	15
ILDR2	15
JHY	15
MCC	15
EBF3	15
HPSE2	15
IGF2BP1	15
STARD8	15
CFAP58	15
CRB2	15
HAPLN1	15
CLEC16A	15
CSRNP3	15
TULP4	15
MARCHF11	15
EDNRB	15
OR5M3	15
FAM135A	15
NFATC2	15
CPXM1	15
RLF	15
OR2T10	15
ABLIM3	15
CHSY3	15
OR4D10	15
TUBB8	15
MRC2	15
PARD3	15
CHRNA1	15
CCDC40	15
PTCH1	15
LHX8	15
GNAS	15
ZNF496	15
SLC5A11	15
SLC17A3	15
SLC7A13	15
SUPT6H	15
MPDZ	15
HCN4	15
SIGLEC8	15
MYRF	15
FSCN3	15
PEAR1	15
ADAMTS15	15
DIAPH2	15
OBSL1	15
ZBTB41	15
ITSN1	15
PALLD	15
OR5M10	15
ITGBL1	15
CCDC150	15
SELE	15
PPEF2	15
MAP1A	15
CXorf66	15
RPTOR	15
FAM83C	15
TBX18	15
ADAD1	15
TRIM49	15
PKD2	15
BRIP1	15
HTATSF1	15
CARD6	15
STK31	15
GBP6	15
DHX9	15
ABCG8	15
GPC4	15
PALM2AKAP2	15
PSME4	15
AASS	15
MAGEB2	15
MMP2	15
PDE3B	15
AKAP3	15
FRMD7	15
SLC9A6	15
EFHB	15
PAK3	15
OR52K1	15
COL1A1	15
OFD1	15
CDHR1	15
ABL2	15
CFAP46	15
MGAT3	15
PCDHGB5	15
TTK	15
ARHGAP15	15
SLC22A12	15
SIPA1L3	15
TCF20	15
OR56A1	15
ACTC1	15
ARMC5	15
AMY2B	15
AMPD1	15
SLC18A3	15
FRMPD3	15
LIPI	15
LSAMP	14
HCLS1	14
TAS2R41	14
LRRCC1	14
IGSF11	14
CFHR4	14
MUC4	14
GCC2	14
PPARGC1B	14
SIM1	14
PLXNA1	14
OR51E2	14
SLC28A3	14
LAMP5	14
ATP4A	14
CRYBG2	14
DRC1	14
UNC5B	14
MAP3K9	14
ADGRE2	14
OR4K15	14
CEP126	14
SHROOM3	14
EML5	14
POLR3B	14
PLCXD3	14
KRBA1	14
EHMT1	14
OR2J2	14
VANGL2	14
TAS2R16	14
PRRC2A	14
ST6GALNAC3	14
UNC5A	14
UNC80	14
ARHGAP33	14
DYTN	14
OR11G2	14
AVPR1A	14
IFI16	14
ASIC2	14
RAPGEF6	14
TTI1	14
SPTBN2	14
TTC29	14
NYAP2	14
GLP2R	14
OR6K3	14
OR52E4	14
ADAM11	14
KRTAP10-4	14
LILRB5	14
CHRNA4	14
PI4KA	14
BCL9L	14
PTH2R	14
OR5K3	14
CILP2	14
KIR2DL3	14
ASIC4	14
HSPA12A	14
PRAMEF4	14
DSE	14
OR51T1	14
AC100868.1	14
RAB11FIP1	14
NAP1L3	14
LHCGR	14
IGKV1-27	14
KIRREL2	14
HOXA1	14
EXO1	14
SF1	14
KYNU	14
ZNF229	14
F11	14
FGD6	14
ADGRF4	14
CNST	14
FGB	14
IGHM	14
KIR3DL3	14
SULF1	14
ATXN2L	14
EMSY	14
SHROOM4	14
SERPINA6	14
ARHGAP20	14
FMR1	14
OR51S1	14
UACA	14
CROT	14
SFMBT2	14
JAKMIP2	14
ZNF382	14
ALDH1L1	14
EYA2	14
PHF14	14
PCDHGB4	14
MAGEB10	14
FAP	14
ZFAT	14
NR5A2	14
ALG10	14
PREPL	14
ASB5	14
DLX5	14
TBR1	14
SP100	14
CELSR1	14
GPR32	14
LUZP2	14
ADGRG7	14
EMILIN2	14
MAGEB1	14
NLRP1	14
SERPINB7	14
SLC6A19	14
AGRN	14
BPI	14
QSER1	14
JAK2	14
ATP12A	14
UMODL1	14
BTBD11	14
ZNF695	14
EFCAB6	14
SYNRG	14
CNGA3	14
KIF6	14
PCDHGA12	14
JCAD	14
AQR	14
CARMIL1	14
PDE6A	14
SEMA6A	14
RPGRIP1	14
CHRND	14
ASXL2	14
OR4D9	14
IARS2	14
GIMAP8	14
SLC5A8	14
BAZ1B	14
HELQ	14
E2F7	14
KNDC1	14
ASXL1	14
TRAPPC9	14
OR2A5	14
OR51F1	14
ZNF366	14
MIOS	14
ANO7	14
OR5AR1	14
TJP1	14
REM1	14
COL16A1	14
DCTN1	14
FPGT-TNNI3K	14
OR5A1	14
ISL1	14
CYP4B1	14
KDM6B	14
DNAI4	14
RALYL	14
DSC1	14
CAPN11	14
TOX2	14
TECPR2	14
ZNF365	14
ARMCX2	14
TLN1	14
CNR1	14
DMRT3	14
TDRD1	14
RIPOR2	14
NPY5R	14
SERPINA7	14
ZNF585B	14
PIK3C3	14
EGF	14
NR4A2	14
CA10	14
CRIM1	14
USP7	14
LAMB2	14
ZCCHC12	14
SASH1	14
OR10G7	14
NAALADL2	14
OR4D6	14
SLC22A16	14
MEOX2	14
SYCP1	14
OTUD6A	14
KIDINS220	14
DOCK5	14
GPR45	14
WWC3	14
PRAMEF20	14
DZIP1L	14
CRMP1	14
KCNK18	14
PCDHGB7	14
PKD1L2	14
SERPINA11	14
PLA2R1	14
STAG3	14
REG1A	14
PLXNB3	14
POU6F2	14
TLR8	14
MAGEA12	14
IKZF1	14
IQSEC3	14
ELOA2	14
SUPT20HL1	14
FUT9	14
OR4K5	14
TRAPPC8	14
ASB2	14
SLC6A2	14
IRX2	14
CDC42BPA	14
SEMA3E	14
NWD1	14
MMP13	14
LRRC4B	14
ATP13A4	14
PCDHA10	14
SCG2	14
MYO5B	14
GPR65	14
ALDH8A1	14
EHBP1	14
SIGLEC9	14
ZFP30	14
IL21R	14
WASHC2C	13
HOXB1	13
UGT3A2	13
CCIN	13
MME	13
SLC39A6	13
DGKH	13
HERC4	13
MYF5	13
OR8G5	13
LARP4B	13
CADM3	13
CAMK4	13
GRAMD1B	13
PHACTR3	13
NRIP1	13
DISP1	13
CACNG3	13
KRT34	13
PRSS55	13
SPATA16	13
IGHV3OR16-8	13
C10orf90	13
ABCG5	13
OR2F2	13
OTUD7A	13
SLC2A10	13
CREB5	13
NFATC3	13
CSPP1	13
SCML2	13
CKAP5	13
SND1	13
CLIP2	13
OR8B12	13
URGCP	13
ATOH1	13
ZNF285	13
CTAGE1	13
TBC1D31	13
PLXND1	13
UBAP2L	13
TANC2	13
ZNF304	13
DRD3	13
SECISBP2L	13
LRP5	13
MAPT	13
CELSR2	13
CYP4F2	13
ZNF780B	13
ADAM22	13
PRR16	13
SLC24A4	13
PTPRM	13
PDE4DIP	13
OR8D4	13
ZNF827	13
ZFP64	13
WT1	13
ADGRG2	13
FER	13
CD22	13
ESRRG	13
ZNF135	13
PRKN	13
NUP133	13
WNT7A	13
TTC12	13
KSR1	13
HDC	13
BBX	13
NRDE2	13
TTLL5	13
LGI2	13
ZNF148	13
PSG9	13
FHL5	13
APCS	13
PJA1	13
HRH2	13
SNRPN	13
GLG1	13
MEFV	13
KDM5A	13
TINAG	13
RFTN2	13
OR10G9	13
PRAME	13
CAPRIN2	13
VWA3A	13
OR11H6	13
LATS1	13
ZMYND8	13
OPLAH	13
EBF1	13
CRX	13
TUBB4A	13
IQSEC2	13
NOD2	13
MYO9B	13
PLXDC2	13
ARFGEF2	13
CHD4	13
DDI1	13
NCOA3	13
ADGRG6	13
HS3ST4	13
RALGAPA1	13
EPAS1	13
KIF17	13
PDYN	13
CLTCL1	13
LZTS1	13
RTP5	13
ABCC1	13
PRKCI	13
SUPT20HL2	13
TF	13
UBN2	13
IGKV1-5	13
KDM5B	13
ENPP1	13
MTNR1A	13
SF3B1	13
SLC5A1	13
MAGEA11	13
CLEC14A	13
IGKV3D-11	13
CCDC63	13
OR4C11	13
USP28	13
RANBP6	13
OR13C5	13
ACSS3	13
TMPRSS11B	13
ARMCX5-GPRASP2	13
CPA3	13
DDIAS	13
MAGEB16	13
ITGAV	13
ZWINT	13
CFHR3	13
PDGFRB	13
SV2B	13
GJA10	13
LRGUK	13
PCDHAC1	13
XRN1	13
STARD13	13
PNLIPRP3	13
PMS1	13
PDE4B	13
OR4E2	13
OR9G4	13
ITSN2	13
AASDH	13
FIG4	13
SEPTIN14	13
BPIFC	13
DICER1	13
ENOX2	13
DDX27	13
UHRF1BP1L	13
ZNF347	13
HOXA5	13
JAG1	13
KRTAP5-10	13
ASAH2	13
CIT	13
C12orf40	13
KTN1	13
ULK4	13
TTC37	13
SMC2	13
PRAMEF18	13
LONRF3	13
ZNF160	13
NPY1R	13
DNAJC13	13
LMTK2	13
GBF1	13
SERPINB11	13
UGT2B7	13
OR2H1	13
ENPP3	13
CYP4F3	13
COPA	13
ADAM18	13
UGT2A3	13
MYLK3	13
MORC4	13
OR52A5	13
CHAF1A	13
CYYR1	13
PSG1	13
TEX11	13
HIP1	13
TRAF3IP3	13
UBE4B	13
ERC1	13
KCND3	13
FHDC1	13
ZSCAN20	13
FAM13C	13
SYCP2L	13
DOCK3	13
MYO10	13
FAM131B	13
PML	13
ATG2A	13
APBA2	13
C3orf20	13
MYO5A	13
SLC7A14	13
CCDC87	13
TUT4	13
ZNF235	13
EIF4G1	13
NEO1	13
HELZ2	13
MRE11	13
TPX2	13
GUCY1A1	13
PSG5	13
TRERF1	13
LRTM2	13
TET3	13
VPS50	13
TBX20	13
TIMD4	13
PTPRF	13
UBE3A	13
MMUT	13
EPHB3	13
TNKS1BP1	13
CPA4	13
SLC22A7	13
ERN2	13
MCM4	13
NPHP4	13
WWP1	13
ZNF280A	13
PAX1	13
KIF20B	13
GRIK5	13
CSF2RB	13
TTC3	13
SLC22A6	13
ACE	13
CADM2	13
CPQ	13
LZTR1	13
SAMD7	13
LRP6	13
ADGRF2	13
MC3R	13
TEX14	13
ZZZ3	13
CCDC144A	13
PRSS58	13
MGAT5	13
TP63	13
CLTC	13
SYCP2	13
KL	13
KIAA1522	13
PRSS38	13
SERPINA5	13
PALB2	13
ADCYAP1R1	13
DLK1	13
SPATC1	13
MRGPRX4	13
MIA3	13
GDF2	13
TARBP1	13
MED13	13
NEK10	13
ZC3H12C	13
OR6Q1	13
BMP7	13
NFRKB	13
IGKV2D-24	12
CARMIL2	12
AKAP1	12
TESPA1	12
OSBPL3	12
TTF1	12
CD1B	12
SERPINB2	12
VWA8	12
TRIM3	12
TACR3	12
PTPRG	12
KRT37	12
RNF165	12
WDPCP	12
OR10A5	12
STT3A	12
ACSL6	12
ANTXR1	12
LEF1	12
PKP1	12
FLRT3	12
MED23	12
NLGN3	12
UBAP2	12
SLCO1B3	12
EVPL	12
SEMA3C	12
IRGC	12
OR2D2	12
CD1C	12
IGKV1D-16	12
CYFIP1	12
RBM15	12
ITGA1	12
RUBCNL	12
ZNF532	12
CD6	12
PROKR2	12
XPNPEP2	12
CRNN	12
ELAPOR2	12
PTPRS	12
BAIAP3	12
TAF4	12
RPS6KC1	12
ZNF543	12
TSPEAR	12
TDRD3	12
FPR2	12
SETD1A	12
MBL2	12
RGS9	12
RABGAP1L	12
ZNF862	12
MED1	12
CFAP52	12
HAVCR1	12
NUMA1	12
OR52N2	12
LAX1	12
VN1R4	12
SERPINB12	12
CLVS2	12
BBS7	12
UBR2	12
BNIP5	12
DGKG	12
ZNF221	12
OR13C2	12
CCDC85A	12
PDE1A	12
CD86	12
CCDC170	12
ERICH6	12
ZNF622	12
PABPC3	12
MLIP	12
OSBPL8	12
SMOC1	12
IPO8	12
TNIK	12
NUF2	12
ZNF226	12
ABCB7	12
SULT1E1	12
RPGRIP1L	12
CCDC7	12
PIK3R5	12
SMO	12
GPR83	12
KRT38	12
NFAT5	12
MAGEA10	12
PKD2L1	12
NEU4	12
UGT2B17	12
CYFIP2	12
ZIC3	12
ITGB8	12
ARID4A	12
OPRK1	12
FIGNL1	12
SLC8A2	12
OR5M8	12
RIPOR3	12
LY9	12
DOK6	12
TTC21A	12
GPA33	12
ZNF260	12
LTN1	12
USP31	12
CPA1	12
OR5AP2	12
AKNAD1	12
LARS1	12
ZNF454	12
BMP10	12
PADI3	12
MON2	12
ALS2	12
ZNF616	12
OTUD7B	12
MAGEA4	12
SLFN11	12
ATP8B3	12
ASB17	12
INTS1	12
TRBC2	12
PSG3	12
TCF4	12
IGKV1-16	12
COL17A1	12
SH3BP5L	12
TAB3	12
AKR1B15	12
SYT14	12
DDX60	12
ARMC4	12
NXF3	12
OR8B8	12
BCAS3	12
ATP9A	12
SH3PXD2A	12
DBX2	12
KCTD19	12
KIF14	12
PTPN4	12
GRM4	12
CILP	12
GIMAP1	12
PGBD2	12
PKNOX2	12
PCDHGA11	12
CDH13	12
SPPL2A	12
RLIM	12
RGS6	12
CEP112	12
GIMAP6	12
UBC	12
ZFP42	12
KMT2B	12
AHR	12
TMTC4	12
KCNJ16	12
KIAA0319L	12
MANBA	12
MTRR	12
ZNF585A	12
KRTAP27-1	12
FTMT	12
PRAMEF2	12
OR6B1	12
OR13A1	12
NIPAL4	12
LILRB3	12
GALNT15	12
ZNF680	12
CAMK2B	12
OR52J3	12
OR8G2P	12
SERPINE1	12
NNT	12
CDK5RAP2	12
KDM6A	12
PASK	12
GRB10	12
ABCG4	12
USH1C	12
ANKEF1	12
EFCAB5	12
KLHL13	12
JPH1	12
SLC5A4	12
FH	12
OR5K1	12
C3	12
BCKDHB	12
OR5A2	12
R3HDM1	12
ZFYVE28	12
ZNF507	12
MB21D2	12
OR4D5	12
PRELP	12
HMGCLL1	12
RALGAPA2	12
IGKV1D-17	12
SUCO	12
NDN	12
MATN2	12
MYO1A	12
TCERG1L	12
NDST3	12
SHROOM2	12
UROC1	12
OR2A14	12
KIAA1958	12
RNF20	12
PLEKHH2	12
KRT82	12
AGXT2	12
OR7D4	12
ESPNL	12
RAPGEF4	12
SLC24A5	12
SYMPK	12
ANGPT4	12
LIFR	12
MYO1H	12
ABCC5	12
ADAMTS4	12
RPAP1	12
TRHR	12
ABCC3	12
CUL7	12
BCAS1	12
TIE1	12
PLCH2	12
IGFN1	12
CD226	12
A1CF	12
SLFN5	12
WIPF1	12
TCEAL5	12
NEGR1	12
DROSHA	12
POLR2A	12
PRAMEF14	12
CARMIL3	12
STAP1	12
GPR142	12
ANKRD44	12
PLEKHA6	12
IGKV1-17	12
PNPLA6	12
DKK2	12
SLC17A4	12
CPEB1	12
COL9A3	12
NPR1	12
NXPE4	12
AKAP17A	12
NXPH2	12
ZNF665	12
SIGLEC6	12
HDAC6	12
OR8G1	12
DIP2A	12
RIT2	12
HOXD3	12
ANKRD55	12
EHD3	12
MTREX	12
TENT4A	12
NUP188	12
BARD1	12
DUOX2	12
MLLT10	12
PCOLCE2	12
ZFYVE9	12
RXFP3	12
CASP2	12
PTPRJ	12
AMER2	12
C1orf141	12
FOXI1	12
TPK1	12
CTDP1	12
IL31RA	12
NCSTN	12
KCNG1	12
CHRD	12
CERKL	12
KCNK13	12
SLC35F1	12
BRSK1	12
NLRC4	12
PHKA1	12
ADD3	12
SOS1	12
GPR26	12
KDM2B	12
MAGEE2	12
SEL1L2	12
KLHL6	12
GTDC1	12
FYB2	12
ITGA10	12
ITPRID2	12
APOBR	12
FAM91A1	12
PTK7	12
MTTP	12
ZNF335	12
MS4A4A	12
PROSER1	12
ZNF217	12
MAGED2	12
ZNF142	12
MCM6	12
DRD1	12
CEP162	12
DMBX1	12
ZPBP	12
MYBPC3	12
CALD1	12
NR0B1	12
PRDM5	12
GCC1	12
DIP2B	12
IGSF3	12
HEATR5A	12
GPRIN3	12
KRT5	12
PRAMEF12	12
FNDC3B	12
CTSG	12
GABBR2	12
CUL1	12
JAKMIP1	12
AC136428.1	12
FGFR4	11
SPATA5	11
HRG	11
PGAP4	11
AQP10	11
UBQLN2	11
CFAP44	11
TLR10	11
OR51I2	11
PRTG	11
CCDC54	11
OR1N2	11
CLSPN	11
ADARB1	11
ZNF675	11
SLC9C1	11
ZBTB14	11
WASHC2A	11
CAND1	11
KAT14	11
DCT	11
ST8SIA3	11
SAMSN1	11
NPSR1	11
OR11H12	11
ALOX5	11
NSUN2	11
TMEM145	11
MIB1	11
OR10V1	11
AGTR1	11
SNAI2	11
ANLN	11
TMC2	11
VIL1	11
HSPA1L	11
PRSS36	11
CYP2A13	11
FMO2	11
KCNA2	11
PDIA4	11
ZC3HAV1	11
PDZD8	11
ZNF215	11
SMG8	11
ARHGAP11A	11
TBC1D5	11
CRISP1	11
LRRC37B	11
SYTL5	11
TEX55	11
SMARCAD1	11
SLC12A9	11
DNMBP	11
SF3A1	11
ANKRD50	11
ZNF813	11
ADAM7	11
OR10S1	11
MAPKBP1	11
DPYSL4	11
AKAP11	11
TSGA10	11
UCK2	11
EOMES	11
OR4C12	11
MEGF6	11
NFATC4	11
CLCN3	11
INPPL1	11
ADGRB2	11
SPANXN2	11
PAX2	11
DVL3	11
ELAVL4	11
MMP1	11
SOWAHB	11
APBB1IP	11
HTR6	11
PHF8	11
GCNA	11
TAT	11
CDHR3	11
FMO3	11
SNAP91	11
LPP	11
OR5B17	11
FKBP6	11
IGKV3D-20	11
ZNF445	11
RUBCN	11
MOCOS	11
FGF23	11
TASOR2	11
DCAF6	11
EMILIN3	11
AGO2	11
ZNF33B	11
DENND5B	11
AHSG	11
SULT1B1	11
NAV1	11
NTNG2	11
UNC93A	11
EIF2AK1	11
DSPP	11
JPH3	11
KDM4C	11
USP47	11
PROKR1	11
STIL	11
SF3B2	11
KIF16B	11
IGKV1-12	11
ALG13	11
ANKAR	11
FBLN1	11
BLK	11
CRISP2	11
WASHC5	11
WASF3	11
ARSH	11
ZC3H14	11
CRYBG1	11
ACTRT2	11
VSTM2A	11
SLX4	11
SETDB2	11
OR4B1	11
SNX19	11
ZYG11B	11
ERBB3	11
OR52E8	11
GALNT3	11
CNTNAP1	11
SYNJ1	11
BTRC	11
ARHGAP12	11
ITGA7	11
ZNF41	11
VNN2	11
CYBB	11
AKR1D1	11
CYSLTR2	11
PAMR1	11
ZNF611	11
GRIP1	11
INSR	11
IFI44L	11
ARHGEF40	11
SLC34A1	11
AOPEP	11
GRAP2	11
ZNF607	11
SON	11
CBLN4	11
UGT2B15	11
TNRC6C	11
PAX4	11
CUEDC1	11
GLUD2	11
OR10T2	11
FAM114A2	11
ZNF556	11
NAA16	11
SNCAIP	11
OR51M1	11
DRC7	11
CMTM5	11
OR5M11	11
MET	11
LATS2	11
ATP1A3	11
ZNF267	11
OR10G2	11
OR5H1	11
DENND1A	11
USP32	11
HAND2	11
S1PR1	11
JPH2	11
MAP3K5	11
MC2R	11
BRWD1	11
GDF5	11
RPH3A	11
EIF2AK3	11
TRPM4	11
F2RL2	11
IL12RB2	11
PLAT	11
ACOT12	11
PTGFR	11
FILIP1	11
LDLRAD4	11
CASKIN1	11
OR51G1	11
SIN3A	11
PLOD2	11
SLC26A5	11
PI4KB	11
TGFB2	11
LRRC15	11
RFC1	11
MPEG1	11
AGAP3	11
ZFP36L1	11
HAVCR2	11
SMARCC2	11
KAT6A	11
DDB1	11
ARSG	11
DSTYK	11
BUB1B	11
TMEM168	11
SLC4A5	11
GCLC	11
PRICKLE1	11
MARCHF1	11
DMRTB1	11
OR52L1	11
OR1Q1	11
OAS2	11
KHDRBS2	11
SPAST	11
LILRA4	11
THADA	11
KRT74	11
SUN1	11
BMP2K	11
USP33	11
FYCO1	11
COLGALT2	11
UGT1A1	11
TARS1	11
CYP4F8	11
AJAP1	11
KIF1B	11
HYAL4	11
ZFP14	11
SHOX2	11
PHLPP2	11
ELAVL2	11
LARGE1	11
NXPE1	11
ATP2B4	11
ADAM28	11
MYBL2	11
KIF27	11
HAO1	11
DNHD1	11
ZNF484	11
GJA9	11
BACH1	11
MYO1B	11
MALT1	11
TIGD3	11
TP53BP1	11
TEC	11
TOPORS	11
SPG11	11
BEST3	11
GPRC5B	11
CR1L	11
GOLGA4	11
C1QB	11
CACHD1	11
ERBB2	11
ZNF875	11
DHX34	11
SHOX	11
KLHL14	11
CLCN4	11
KCNA6	11
AIM2	11
ADCY7	11
SENP7	11
BICD1	11
EZHIP	11
CSNK1A1L	11
ATP2C1	11
OR1A1	11
PDE6B	11
PHKB	11
MCM10	11
MAGEA6	11
MAST1	11
NT5C1B	11
MYO1D	11
PPP3CA	11
KCNH4	11
EPS8L3	11
COL4A3	11
PLPP4	11
CCDC148	11
SLC6A17	11
DHX37	11
FAM120A	11
KRT6A	11
OR2B6	11
TGM7	11
NCKAP5L	11
PCSK2	11
OPRL1	11
SGCD	11
FASLG	11
LAMC2	11
TYRO3	11
EPN2	11
SLC34A2	11
HTR7	11
ELF1	11
NCKAP1	11
GATA3	11
FAF1	11
KCNQ5	11
CD34	11
ZNF256	11
KRTAP15-1	11
SAXO1	11
TKTL1	11
CPN1	11
CRISP3	11
PRDM10	11
TMEM169	11
RASSF2	11
CEP250	11
LRIT1	11
CALB2	11
F9	11
HIPK1	11
RGS18	11
OR9G1	11
AFP	11
PRKCQ	11
KRT71	11
SBF2	11
PHF20L1	11
MYEF2	11
SEZ6	11
SEMA6B	11
ASB15	11
KIR3DL2	11
RGS1	11
ACIN1	11
UBR1	11
OR10G4	11
OR6A2	11
EXTL3	11
GABRR1	11
KRT72	11
AKNA	11
BCL9	11
HIPK2	11
TRBV3-1	11
FLNB	11
TMEM131	11
ZNF287	11
GAS2L2	11
OR51Q1	11
HELB	11
IVL	11
XKR4	11
PCDHGB6	11
DUSP22	11
N4BP2	11
GAA	11
OR4K14	11
ANO1	11
CD200R1	11
SLC22A9	11
PPIG	11
PTPN5	11
MEPE	11
OR10C1	11
PCDHGC4	11
SEC23IP	11
P2RY8	11
TRBV4-2	11
SORBS1	11
VWC2	11
COP1	11
MECOM	11
KCNV1	11
ZNF678	11
SMPD4	11
C2CD5	11
SPAG6	11
OR51F2	11
PHRF1	11
SLC26A4	11
ACTN3	11
IGHMBP2	11
OR10A4	11
PPP1R26	11
RTP2	11
IGHV1OR15-9	11
ZNF331	11
MEI1	11
HTR1F	11
FBXW7	11
SRBD1	11
CDC42BPG	10
EHHADH	10
SBNO1	10
ACVRL1	10
TSC2	10
ZIK1	10
B3GAT2	10
VRTN	10
BBOX1	10
CDH24	10
SLC17A2	10
SERPINA4	10
LANCL2	10
CPSF1	10
PLK4	10
ZBTB18	10
PDE1B	10
WWC1	10
CAGE1	10
ANKRD35	10
BCLAF1	10
PRR27	10
KCTD16	10
PRPF4B	10
LINGO1	10
TMCO4	10
CHST2	10
PRDM11	10
ZSCAN18	10
CHD2	10
SLCO2B1	10
OR6C74	10
TMTC2	10
GRIN2D	10
TAAR9	10
CD1D	10
OR9A2	10
ATAD5	10
ARSI	10
BMPR1B	10
CENPJ	10
HPX	10
HADHB	10
KRT79	10
CTC1	10
TAAR5	10
ZNF184	10
IL13RA2	10
ATP2A2	10
GOLGA2	10
ZNF300	10
PARP4	10
IGDCC3	10
ANKLE2	10
CCT6B	10
CASP5	10
GAL3ST4	10
KBTBD8	10
ROR1	10
SATL1	10
CGNL1	10
ADCY9	10
CNKSR1	10
IBTK	10
AHDC1	10
OR2F1	10
CFAP70	10
NUP153	10
SLC12A7	10
UGT2A2	10
LRPPRC	10
CYP2C19	10
JADE3	10
CYP4F12	10
CUL3	10
ACKR3	10
SMYD3	10
WDR59	10
PGLYRP2	10
SCYL2	10
GC	10
STON1-GTF2A1L	10
CLIP1	10
AP1G1	10
ANKRD7	10
WNK4	10
SLC12A6	10
ZNF195	10
ESRRB	10
GRIA1	10
ZC3H7B	10
TMEFF1	10
TBX21	10
TMEM131L	10
HHAT	10
ACAP2	10
MDGA1	10
CRNKL1	10
HSPA8	10
DSG2	10
IGSF21	10
FOXC2	10
DENND2C	10
TIMELESS	10
CPNE8	10
RIT1	10
BUB1	10
CCDC180	10
ANKRD34A	10
PHF20	10
MTNR1B	10
PLEKHG4	10
APP	10
NUP107	10
ZSCAN5B	10
ADAM30	10
GMEB2	10
KAT6B	10
MARCHF6	10
LLGL2	10
STRN3	10
SUGP1	10
USP15	10
AK5	10
FSD1	10
OR8D2	10
ACCSL	10
KLK2	10
FGF14	10
ATXN2	10
DHTKD1	10
TTLL9	10
OR7G1	10
HNRNPM	10
PRPF40B	10
DGCR8	10
DHX40	10
KRTAP21-1	10
THSD1	10
MROH5	10
SLC25A13	10
ADGRA1	10
ANO6	10
TPTE2	10
PLEKHG3	10
ZNF425	10
L3MBTL1	10
ZMIZ2	10
CD1A	10
ANKK1	10
SOGA3	10
POGLUT2	10
TTC14	10
KCNMB1	10
MAGEA8	10
OR2T8	10
OPRPN	10
CLASP1	10
MINDY4	10
OR8B2	10
SLC4A11	10
BEND6	10
LHX9	10
VWC2L	10
SLAMF1	10
CNTRL	10
DUSP10	10
SERPINA10	10
MS4A7	10
ABCC2	10
TEX10	10
PPP2R1A	10
CHML	10
MBD1	10
WNK2	10
MAP2K1	10
SCFD2	10
SERPINA12	10
KCNN3	10
SEPTIN4	10
HOXA2	10
EVI5	10
RABEP2	10
RBM27	10
RDH8	10
CNTNAP3	10
NIBAN1	10
ACVR1B	10
BMP3	10
TBC1D9	10
RHAG	10
LILRA6	10
BTBD9	10
PLEKHM3	10
KCNF1	10
ZMIZ1	10
PTEN	10
RASGRP4	10
FGFR2	10
ZNF713	10
KRTAP10-9	10
OR4D2	10
PRKG2	10
NCR1	10
SPOCK1	10
SMTN	10
P2RX5	10
TRIP11	10
CLCA1	10
IRF8	10
BAAT	10
TMPRSS11F	10
SEC24D	10
FOXD4L5	10
OR8D1	10
BTBD3	10
ACTG2	10
MCM3AP	10
OR51L1	10
MANEA	10
TRPM7	10
SMG5	10
RANBP17	10
KLHL34	10
CHRNB4	10
SYNJ2	10
ECEL1	10
PRAMEF17	10
SERPINE2	10
ATXN1	10
EML1	10
TEX47	10
AKAP12	10
HLX	10
TUBB2B	10
GLYAT	10
PAX6	10
ACSL1	10
EEF1AKMT4-ECE2	10
MTUS1	10
TEX13B	10
PTDSS1	10
MTMR12	10
GAS7	10
TDRD7	10
MAST2	10
USP8	10
FBXO40	10
OR4C3	10
PADI1	10
NUDCD1	10
NOX4	10
KRTAP26-1	10
ALPK3	10
RNF150	10
OR2V2	10
STK11IP	10
SLFN13	10
OR13C4	10
SLC2A9	10
ZBED1	10
TBC1D32	10
USF3	10
WDR35	10
R3HDML	10
UBE2O	10
MYOM1	10
MAP3K13	10
C9orf131	10
PLD5	10
KRTAP10-6	10
PRR30	10
DNM1	10
TOP2A	10
ANKRD27	10
PBXIP1	10
ANKMY1	10
NPTX2	10
WDR90	10
SEC24C	10
SEL1L	10
ARHGAP24	10
AACS	10
