Gene	Num
ZNF71	10
OGDH	10
ITGA6	10
INTS5	10
BBS9	10
LIG1	10
ADAM10	10
RNF133	10
MYH14	10
ELSPBP1	10
SIGLEC14	10
EPHA10	10
PRPF8	10
TWNK	10
DDX4	10
CPA2	10
MTMR4	10
SOBP	10
PITPNM3	10
DDX50	10
IGKV2-24	10
TBXT	10
GDF6	10
GGN	10
MUSK	10
ZNF431	10
KRT25	10
PKDREJ	10
EBF2	10
ZW10	10
MERTK	10
MAP3K3	10
SBSN	10
LUC7L	10
ZXDB	10
SPPL2C	10
KLK8	10
C10orf120	10
SYN3	10
FLCN	10
BMP1	10
LGI1	10
PRMT8	10
EPX	10
ZNF623	10
DNAJC10	10
PRLHR	10
WNT10A	10
SLAMF8	10
DCAF8	10
SPOCK3	10
TRIP13	10
SMG6	10
IRX6	10
PIWIL2	10
NXF1	10
PUS7	10
ZNFX1	10
ARAP1	10
STOX1	10
LMBRD2	10
XKR3	10
BCL6	10
OR11H4	10
NOS1AP	10
DDX10	10
SIRPB1	10
PPIP5K2	10
SESTD1	10
CAPRIN1	10
CHRNB2	10
TTC7A	10
ADH1B	10
MS4A3	10
TGFBRAP1	10
MYF6	10
APOA4	10
GALNT2	10
LRRC6	10
DAGLA	10
SLC12A3	10
HYOU1	10
EGFL6	10
OR5K4	10
PLCL2	10
SLC3A1	10
TCF23	10
IRF6	10
LGR4	10
BCO2	10
PPFIA3	10
CDK14	10
PIGG	10
OR56B1	10
PAPOLA	10
ESYT2	10
PPP1R12B	10
UGGT2	10
XKR6	10
CACNG6	10
ZNF75D	10
CDR1	10
KCNV2	10
ANAPC1	10
SPDL1	10
ACSM1	10
BCR	10
FCN2	10
TNNI3K	10
FBXO24	10
ZBTB21	10
MECP2	10
NOTCH3	10
PCDH12	10
SYNCRIP	10
CPD	10
SLC18A1	10
PSD2	10
CASZ1	10
PADI4	10
PHF2	10
MARCHF4	10
OR5AN1	10
MPPED1	10
OR3A2	10
WDR36	10
HTR3A	10
NAP1L2	10
VIT	10
GARNL3	10
FMR1NB	10
TAS2R60	10
N4BP1	10
ESR1	10
OSBPL6	10
TRPV3	10
COL28A1	10
SLC22A25	10
SCG3	10
IKZF2	10
DMKN	10
CCN4	10
TRIM72	10
EEPD1	10
KRT26	10
SYT13	10
CENPI	10
HTR3B	10
NBEAL2	10
ABCG2	10
ACCS	10
BTNL8	10
EPB41L1	10
CUX1	10
OR5B21	10
IGKV2-30	10
FAM160A2	10
IL4R	10
HOXD10	10
RC3H1	10
SERPINI2	10
ZNF746	10
ABRA	10
SYT3	10
IRF4	10
LARP4	10
MINAR1	10
OR12D2	10
CEP135	10
ZNF644	10
FCAR	10
FOXO4	10
ITM2A	10
DNAAF3	10
PLPPR5	10
PLEKHG2	10
AP3B2	10
GANAB	10
BAHCC1	10
MASP1	10
PCSK1	10
UNC13B	10
SPARC	10
PCNX3	10
TET2	10
OPN4	10
ARHGAP4	10
THRAP3	10
ST8SIA5	10
CELF4	10
PPFIA4	10
ERCC4	10
FGD1	10
CWF19L2	10
SAXO2	10
ZFP82	10
MTMR1	10
PUM2	10
YEATS2	10
OR10J5	10
NT5C1A	10
SKIDA1	10
WAPL	10
SPZ1	10
CPT1C	10
VWCE	10
GLRA4	10
BEND3	9
GFPT1	9
BTN2A2	9
SWT1	9
ARHGEF15	9
NEURL1	9
HK2	9
TNKS2	9
SEZ6L2	9
TBXAS1	9
FBXO30	9
GRM2	9
DCAF4L1	9
TUSC3	9
MIGA1	9
CNGB1	9
EEF1AKNMT	9
DEPDC1	9
RBM12B	9
TNK2	9
VCP	9
ZNF233	9
HSPA2	9
UBE2NL	9
C3AR1	9
GOLGA6B	9
TTC8	9
PRSS35	9
OR6V1	9
HIPK3	9
USP48	9
MEIS2	9
NYAP1	9
CNGA4	9
ZNF354C	9
DHX57	9
KNG1	9
KHDC3L	9
THSD4	9
RBM47	9
MAML3	9
TOR1AIP2	9
PRAMEF1	9
IL18R1	9
CBLL2	9
CPT1A	9
ADH1C	9
CBFA2T3	9
ARHGEF37	9
KRT75	9
SETDB1	9
BMP6	9
STIM1	9
MTHFD1L	9
ABAT	9
C20orf194	9
RASGRP3	9
NEK1	9
OR4X2	9
ALPP	9
SEC24B	9
AGO3	9
SIMC1	9
TUBGCP6	9
SPATA17	9
OR10P1	9
MS4A1	9
ACAD11	9
TTYH1	9
LIG4	9
SLC15A1	9
EZH2	9
IGF2BP2	9
SPATA6	9
CLDN8	9
KIAA0586	9
OR1L8	9
STIM2	9
LRRC8C	9
DDX11	9
KIF5C	9
HPS5	9
OBI1	9
QRICH2	9
RAD50	9
GABRB2	9
SBF1	9
DIS3L2	9
ZNF254	9
NR4A3	9
ZNF547	9
RSF1	9
KCNJ12	9
TMC3	9
SVOP	9
NBPF26	9
PLCB2	9
OR56B4	9
BRD8	9
STAM	9
MAP4K1	9
IGSF8	9
ASB12	9
MAP3K12	9
DENND1B	9
RERE	9
OR4X1	9
DHX8	9
CD96	9
EDRF1	9
DNAI3	9
HIF3A	9
CSNK1G3	9
STOML3	9
DISC1	9
OR9Q2	9
SLC2A3	9
ZBTB24	9
SERGEF	9
MYH7B	9
ITGA11	9
SH3BP2	9
ZNF80	9
PLXNB1	9
TRAT1	9
IFIH1	9
EPN1	9
SLCO4A1	9
ZNF574	9
YTHDC2	9
CCDC15	9
PNLIPRP1	9
TRPV2	9
NEUROD1	9
MFN1	9
FTSJ1	9
GAS2	9
OSBPL7	9
AFAP1L2	9
NKX2-2	9
MID2	9
DISP2	9
MS4A6A	9
MEIS1	9
EPHB2	9
FBXO34	9
CAVIN4	9
PHIP	9
FOXP1	9
CPN2	9
SYT11	9
SSH2	9
OR8B4	9
OR6M1	9
SLC9A3	9
CCDC93	9
NECTIN1	9
FAM83H	9
CCDC89	9
AR	9
RIPK1	9
RSPO1	9
PARVG	9
ZSWIM3	9
PSD	9
SCAF11	9
KMT2E	9
ZNF615	9
MSGN1	9
ATP2A1	9
LSG1	9
C8orf34	9
OR5M1	9
SERPINB13	9
ZNF438	9
TLR6	9
QSOX2	9
M1AP	9
KRT3	9
SMCHD1	9
GPD2	9
PLEKHM1	9
PACRG	9
KRT31	9
NR3C1	9
ZNF527	9
SEC24A	9
INSYN1	9
RAD21	9
EFCAB3	9
MAGEB3	9
ZC3H3	9
OR11A1	9
CRTAM	9
EPHB4	9
SLC30A8	9
SNX31	9
IGF1R	9
KCNQ4	9
VPS8	9
BICRAL	9
ZNF282	9
CNNM1	9
RUFY2	9
RNF10	9
CIC	9
MYLK2	9
ZNF681	9
AK7	9
APOA5	9
ZAP70	9
TAF5L	9
HSP90B1	9
ARHGAP27	9
RASA1	9
USP13	9
CFHR1	9
SKAP1	9
SUN3	9
TRPV4	9
GLA	9
KCNJ8	9
CHIT1	9
KANSL1L	9
ADGRE5	9
PRKCA	9
CRHBP	9
ARAP3	9
RBMXL2	9
RHCG	9
GJA1	9
RNF31	9
MAP3K15	9
FNBP4	9
DPEP3	9
MPHOSPH10	9
LPCAT1	9
CDH15	9
KIAA0319	9
ANKIB1	9
PTGER3	9
MPP2	9
KANK1	9
ATP1B4	9
OCRL	9
AARS2	9
NEUROD4	9
LRRC30	9
DAPK1	9
GAS2L3	9
RNF216	9
NOX5	9
MAST3	9
PPM1L	9
MCOLN2	9
YTHDC1	9
EPHA2	9
GABRD	9
ABCB8	9
NKX2-5	9
GALNT8	9
B2M	9
ELMOD1	9
OR52N1	9
GAN	9
KLK15	9
MOGAT3	9
PPM1B	9
CHRNA3	9
ZMAT4	9
JAK1	9
CDH3	9
HP1BP3	9
SLC2A14	9
PLEKHS1	9
STK26	9
PDE6C	9
PPL	9
IFI44	9
SLC4A7	9
UGT1A10	9
WNT16	9
OR51B5	9
SAMD3	9
EXOC2	9
HBG2	9
H2BW1	9
PCSK6	9
MFAP3L	9
GLRA3	9
SEMG2	9
SCML4	9
NEK5	9
OR52B4	9
PPP1R15B	9
OR13C8	9
TMEM38B	9
SLC35G3	9
CC2D1A	9
FOXN4	9
MYO6	9
MCM3	9
ABCB10	9
RASA3	9
USP11	9
AP1B1	9
CKAP4	9
NEIL3	9
MYO1G	9
ZNF624	9
TAOK2	9
KIF18A	9
ATP13A3	9
PLA2G4C	9
TAS2R38	9
FBXO43	9
CSN2	9
POLR1A	9
SSMEM1	9
IQUB	9
RAI2	9
SOGA1	9
VSTM4	9
UTP14A	9
UHRF1BP1	9
PDS5A	9
TSPYL6	9
OPRM1	9
VGLL1	9
B4GALNT4	9
MEP1A	9
C12orf66	9
ZP1	9
OR52N4	9
ATP2A3	9
SOX7	9
KCNJ5	9
OXR1	9
IGKV2D-30	9
CCDC102B	9
APAF1	9
GIMAP4	9
NTF3	9
EHF	9
NRSN1	9
WASF1	9
APBB2	9
ABCC10	9
AMOTL1	9
KARS1	9
GTPBP10	9
OR1A2	9
KLHL10	9
ALLC	9
ZSCAN10	9
TRPC1	9
CCR6	9
PPP1R13L	9
ADAMTSL4	9
CD33	9
EIF3E	9
CARD14	9
ITGB3	9
PPARG	9
KRT1	9
SYT6	9
SAMHD1	9
EIF3A	9
ZNF516	9
SCAPER	9
ARID5B	9
NSD2	9
KLHL5	9
JAK3	9
GLRA1	9
CA3	9
RTEL1	9
ZNF549	9
CGN	9
AGAP1	9
MARS2	9
TARS2	9
CECR2	9
APPBP2	9
AFAP1L1	9
KDM4A	9
WAC	9
MKS1	9
MAGED1	9
NUAK1	9
BTN1A1	9
OR52E6	9
MSH2	9
ADRA1B	9
OR52M1	9
CATSPERE	9
COLEC12	9
PADI2	9
TAOK1	9
GRK5	9
DCX	9
CEACAM5	9
PDS5B	9
LAD1	9
FNDC3A	9
ST8SIA2	9
ZNF239	9
CASP8AP2	9
POTEM	9
UGT2B10	9
PCMTD1	9
MTM1	9
LINS1	9
ZNF451	9
ABCF3	9
SH3GL2	9
FCGR3B	9
SRMS	9
ALDH1B1	9
SPAG9	9
KRTAP9-3	9
AFF3	9
TTC27	9
TRIM71	9
HLTF	9
ZNF202	9
SLC7A4	9
HJURP	9
USP54	9
SNX29	9
TUBA3E	9
CCDC70	9
FAM184A	9
STS	9
CFC1	9
KDM4D	9
TCOF1	9
EDN3	9
ZNF582	9
SCRIB	9
NETO2	9
PNLIPRP2	9
KLHL32	9
CKAP2L	9
GPM6A	9
OR52B2	9
NRP1	9
KIRREL1	9
PRODH2	9
ADD2	9
CLNK	9
PPP1R9A	9
PWWP3B	9
LCE2A	9
PDE2A	9
CDH5	9
KRTAP5-3	9
OTOP1	9
KRT14	9
TSPYL2	9
ZNF251	9
F2R	9
AAK1	9
CAMSAP1	9
CBLB	9
CDC5L	9
TSGA10IP	9
ACTL9	9
PRRX1	9
CEP120	9
SLC4A2	9
URI1	9
FAM155B	9
CYP2B6	9
FANCI	9
LBP	9
GOLIM4	9
CHPF	9
CCDC88C	9
GPNMB	9
DNMT3B	9
SATB1	9
PDGFD	9
SYDE2	9
CLEC9A	9
CACNG5	9
AC006059.2	9
CALHM1	9
SIGLEC5	9
HERC6	9
MAT1A	9
LCE2D	9
RTL5	9
SLC9B1	9
ZNF571	9
MOV10L1	9
ARHGAP30	9
EIF4ENIF1	9
PHKA2	9
ZNF154	9
OR6C68	9
KRTAP13-3	9
HAUS6	9
CYB5R4	9
KRTAP6-3	9
CLDN17	9
KIN	9
ADAMTSL2	9
SIRPA	9
SNX14	9
TMEM94	9
DYRK4	9
NR1H4	9
OSBPL1A	9
TNRC6B	9
PIGO	9
CBY2	9
CEL	9
FAM78B	9
HSF5	9
IL17A	9
KMO	9
ZNF157	9
PIK3CB	9
VPS16	9
STPG2	9
RIMS4	9
ACOX3	9
OR7E24	9
MMP19	9
ZNF223	9
PLXNC1	9
RBM12	9
NTRK1	9
ZNF473	9
GPR63	9
CTNNA1	9
ACVR1C	9
MAP3K21	9
SH3PXD2B	9
LSP1	9
MAP7D2	9
ZBTB16	9
SOX30	9
KMT5B	9
ZNF470	9
SSTR1	9
CKAP2	9
MAST4	9
OR3A1	9
SH2D3C	9
OR5H6	9
UBE3B	9
SH2D4B	9
RHBDF2	9
CPA6	9
WNT10B	9
TUBGCP3	9
RGL1	9
DHX38	9
CSGALNACT2	9
ZNF567	9
TAF1C	9
TTF2	9
INO80	9
OR52I2	9
HEG1	9
GUCY2C	9
MLLT3	9
POLR2B	9
OPCML	9
TCTEX1D1	9
HSPH1	9
NPNT	9
LDLR	9
STAT1	9
UGGT1	9
GDPD2	9
MAML2	9
IGKV1D-43	9
DIS3	9
LCP1	9
FANCB	9
TRIM11	9
MAGI3	9
ESRP1	9
MAP4K3	9
ZNF808	9
TTC7B	9
CCDC83	9
GMIP	9
ZNF816	9
CDC20B	9
PIWIL4	8
INTS4	8
HSPA12B	8
PLCZ1	8
G6PC2	8
PRDM15	8
OR13C9	8
TMPRSS7	8
SP4	8
ZNF682	8
ARID4B	8
GAP43	8
ERCC6L	8
ZNF646	8
ANKRD24	8
SLC22A11	8
ZNF398	8
KIFAP3	8
ZC3H6	8
DYNC2LI1	8
GPI	8
CD177	8
STK32B	8
PTBP2	8
CNOT4	8
CERS3	8
ZNF354A	8
NLRP6	8
GPATCH1	8
PTPN11	8
MARK2	8
OR51A2	8
RPS6KA5	8
NOX1	8
WDR75	8
MAP7	8
CRYGC	8
MCTP1	8
KRT73	8
ZNF570	8
PDE8B	8
MTBP	8
LCP2	8
CYP1A1	8
KNL1	8
FAM153B	8
SOX3	8
STRA8	8
CYLD	8
TRAK2	8
TRAM1L1	8
PKD2L2	8
SERPINB10	8
TMPRSS11D	8
TLR2	8
LNPK	8
FNIP2	8
LSS	8
CABIN1	8
ARHGEF10L	8
ZNF566	8
DEPDC5	8
STON1	8
ZNF777	8
IFT122	8
OLAH	8
DPYSL3	8
SIX3	8
OR2W1	8
HMGCS2	8
KAT2B	8
KIF13B	8
ZNF253	8
DOCK8	8
TMEM236	8
WDR62	8
MOS	8
SOHLH2	8
GPR4	8
OTOP3	8
SPECC1	8
HAUS7	8
ZNF106	8
CLVS1	8
DHX30	8
CD244	8
MMP12	8
SPOPL	8
ALS2CL	8
DNAJC5B	8
CCT6A	8
NEK11	8
KRT4	8
ST14	8
KBTBD3	8
NEFH	8
DMRT1	8
NKTR	8
ZNF225	8
U2SURP	8
PODN	8
IWS1	8
GPR152	8
DOP1A	8
DNAAF1	8
MYH10	8
TRIM10	8
ADA2	8
NSMAF	8
ZNF180	8
PLVAP	8
DDX1	8
CCDC116	8
STAT3	8
ERN1	8
FRZB	8
WDR6	8
OR14J1	8
ACTN1	8
FNIP1	8
OSBPL10	8
ZMAT1	8
MOCS3	8
GRXCR1	8
AOC3	8
TTYH2	8
CACNG7	8
ZNF131	8
VAV1	8
SF3B4	8
IGKV2D-29	8
TRIM24	8
HACE1	8
SLC6A14	8
SLC5A2	8
CEMIP	8
SLC13A3	8
ASAP2	8
PPP3R2	8
SSTR5	8
COL18A1	8
GIGYF1	8
RORB	8
PRKACB	8
ZNF773	8
CAND2	8
ELFN2	8
EPYC	8
DBH	8
MORC3	8
MRTFB	8
FAM83D	8
COG5	8
HTR3C	8
CORO1C	8
HGFAC	8
ZFP91	8
FBXO38	8
KIFC1	8
HNRNPA2B1	8
PGM2	8
NKX6-1	8
LTK	8
PLEKHH1	8
TBX2	8
BPIFB2	8
SLAMF9	8
UBE3C	8
MAB21L2	8
UBAP1	8
PHF21B	8
YARS2	8
TBC1D19	8
KRTAP13-1	8
IQSEC1	8
TMEM135	8
GPR61	8
ZNF234	8
RXFP2	8
TAGAP	8
CD44	8
PPP1R21	8
CLEC18B	8
CCNA1	8
STAG1	8
GPR6	8
MCTP2	8
ZNF577	8
INSL5	8
EXTL1	8
TLE4	8
GGNBP2	8
GSG1L	8
KRT83	8
CYP7A1	8
WDR47	8
ODF2	8
OLR1	8
AFDN	8
SLC27A3	8
NTSR1	8
OR1M1	8
GPX5	8
SH2B1	8
SLC18A2	8
UQCC1	8
GRAMD1C	8
NOP56	8
CCDC158	8
MSL3	8
MARCHF7	8
PARP8	8
RNF128	8
CYP4A11	8
ERC2	8
SLK	8
G3BP1	8
C12orf71	8
LONP1	8
PPP2R2B	8
HMGCS1	8
MARF1	8
GTF2E1	8
EVI2B	8
NUTM2G	8
HS3ST3A1	8
RAB3IP	8
COL6A1	8
SETD5	8
LPIN2	8
ADAMTS13	8
SAMD4A	8
PDE5A	8
PTK2	8
SARDH	8
NPBWR2	8
TMX3	8
OR5H15	8
UBQLNL	8
NCF2	8
GCNT4	8
CXorf21	8
SHC3	8
IFT88	8
FAM71C	8
SMG7	8
FRMD4A	8
WDR3	8
RBM41	8
TMEM74	8
EYA3	8
HKDC1	8
USHBP1	8
ERCC6L2	8
KCNJ1	8
SPICE1	8
C1orf116	8
CFAP69	8
PFAS	8
MCMDC2	8
TSNAXIP1	8
MX2	8
CLK2	8
LRFN1	8
NPHS2	8
SNX13	8
SSU72P8	8
STXBP5	8
YY2	8
USP38	8
SPON1	8
IGKV1-9	8
SLCO2A1	8
SLC6A13	8
DMGDH	8
PGAP1	8
GPR15	8
ZNF608	8
FAN1	8
ADARB2	8
TBATA	8
MCAM	8
BPIFA1	8
PRKAA2	8
MORF4L1	8
CDC25C	8
IGBP1P2	8
MTERF3	8
STK36	8
RABGGTA	8
KRTAP13-4	8
NPAT	8
SERPINB8	8
CNOT2	8
KLF17	8
ADCY6	8
RASIP1	8
KRT28	8
G2E3	8
TEKT4	8
EFS	8
TXNDC2	8
CAPN13	8
ZBTB40	8
KCNS3	8
GJC1	8
FMO4	8
ZNF780A	8
TPP2	8
ESX1	8
PRR5L	8
GDA	8
USPL1	8
PRDM4	8
TFDP1	8
PRF1	8
JAG2	8
C1orf127	8
INTS2	8
CFHR2	8
ZNF626	8
DMP1	8
TAF2	8
RASA2	8
SLC17A9	8
SEMA4F	8
GTPBP1	8
PELI2	8
ADNP	8
TTC5	8
AFF1	8
TNFRSF8	8
KRT2	8
ZNF485	8
ZNF345	8
SLC4A4	8
PCDHGC5	8
F7	8
IFNA16	8
WNT8A	8
PAPSS2	8
SCLT1	8
RAP1GDS1	8
NLGN4Y	8
SEC16A	8
HSD11B1	8
MAS1L	8
ZNF518A	8
DNAJB8	8
SRCIN1	8
ADAM21	8
RSPO2	8
BMP15	8
TCN1	8
ZNF569	8
DENND5A	8
CYP2C9	8
LHFPL1	8
XRN2	8
ATP2B1	8
HBD	8
OR7G2	8
MTG1	8
NCOA5	8
SRPX	8
RPRD2	8
CYP7B1	8
SNX9	8
PI15	8
ZSWIM8	8
PPIAL4A	8
L3MBTL3	8
SYBU	8
ATP6V0A4	8
C8orf74	8
PNMA5	8
TMC4	8
TNRC18	8
EXOC3L1	8
PFKFB1	8
MAG	8
FRG2	8
PITX2	8
UNC13D	8
PAPOLB	8
PGBD5	8
SLC36A1	8
C11orf87	8
DENND4C	8
MAGT1	8
GDNF	8
MMEL1	8
FURIN	8
OR1J4	8
INMT	8
SPRR3	8
FNDC7	8
STAC	8
CADPS2	8
ZNF683	8
EXOC5	8
SLC22A2	8
OR13H1	8
HTRA4	8
HS3ST1	8
NPHP1	8
HSP90AB1	8
HOOK3	8
MACC1	8
CATSPER1	8
HCFC2	8
MRGPRX3	8
MAX	8
CP	8
MSH3	8
PANX3	8
ELAPOR1	8
RBM14	8
DPY19L3	8
ZNF512B	8
HNRNPU	8
NGEF	8
HNRNPUL1	8
GALNT5	8
SLC7A3	8
EML2	8
DNTT	8
ISM2	8
ZNF572	8
AKR1B10	8
OR51B4	8
N4BP2L2	8
ISOC1	8
SH3D19	8
KRTAP6-2	8
RTN3	8
TBC1D14	8
GMPPA	8
CLEC6A	8
CES1	8
TMEM67	8
SPANXN3	8
IGHV1-45	8
RBM45	8
PGLYRP3	8
THNSL2	8
ALX1	8
TMC5	8
GGH	8
GPATCH2	8
SCUBE1	8
SLC17A1	8
LIPG	8
DDX53	8
CXCR2	8
LGALS9	8
CIP2A	8
CDC73	8
ALG10B	8
PYGM	8
UGT1A5	8
CHN1	8
ADGRE3	8
MMP27	8
POLRMT	8
CLUL1	8
IRX4	8
NMNAT2	8
TBCD	8
VNN1	8
HOXA13	8
H2AC20	8
RSPH14	8
OAS3	8
METTL25	8
MYO1E	8
KLF4	8
VAT1L	8
ACSF3	8
SDCCAG8	8
CEACAM20	8
OR52A1	8
BAZ1A	8
SH3KBP1	8
JAM2	8
MDM1	8
IPMK	8
GABBR1	8
TBC1D8B	8
SDR42E1	8
ANGEL1	8
ALB	8
MAB21L1	8
CPE	8
KLHL18	8
WFIKKN2	8
ICAM5	8
SMAD3	8
ZNF534	8
TEX35	8
RPGR	8
C4orf17	8
PLSCR4	8
TSKS	8
SORBS2	8
ERG	8
PCSK7	8
PIP4P2	8
FRS2	8
TOP3A	8
OR52K2	8
FAM169A	8
GNAI1	8
EVX2	8
TUBA3D	8
ADCY4	8
PDPR	8
TTLL2	8
RAD54L	8
KLK1	8
TAP2	8
MOSPD2	8
NOL6	8
VAX1	8
TRBV19	8
HDLBP	8
F2	8
ACTA1	8
ZFR	8
RANBP3L	8
LIN7A	8
NMUR1	8
PAX5	8
TRAPPC12	8
CCT4	8
AFM	8
PTGS2	8
CX3CR1	8
ZNF606	8
NBEAL1	8
TLK1	8
ATRN	8
GMDS	8
CHEK2	8
RSBN1	8
TCAF2	8
TUB	8
POLR1B	8
PLCB3	8
GLIS1	8
SERPING1	8
CCDC74B	8
ZDHHC15	8
CEP85	8
CCDC146	8
HPS4	8
KRT36	8
LCE1F	8
TMEM132A	8
HNRNPA1	8
PAPLN	8
RASGRF1	8
RAG2	8
AK9	8
PRAG1	8
MMP10	8
TRIM37	8
XRCC5	8
ASB3	8
HSPA13	8
ITGA3	8
ITGB6	8
TRIM21	8
FGF13	8
ARHGAP17	8
KSR2	8
KIR2DS4	8
PHLDB1	8
POLG	8
AGO1	8
HHIPL1	8
HR	8
SSH1	8
MAML1	8
SLC35F3	8
OTC	8
THNSL1	8
KRTAP21-2	8
DENND4B	8
IGHV1-58	8
FMNL1	8
ATG16L1	8
FPR1	8
MEX3B	8
KLK5	8
SEC23A	8
ZBED4	8
GSDMC	8
AIPL1	8
SPINK5	8
ZNF8	8
GRPR	8
MYEOV	8
ZKSCAN1	8
HS3ST2	8
OVCH2	8
ITGA5	8
KCNQ3	8
ISLR2	8
VPS41	8
CATSPERG	8
SYNM	8
VEPH1	8
ZHX1	8
TNS2	8
POPDC2	8
DCBLD1	8
GTF2IRD1	8
ASIC5	8
CSE1L	8
IL5RA	8
EXT1	8
CDH26	8
ROPN1L	8
ACBD5	8
TTLL4	8
SLC39A11	8
KRT17	8
AL121899.2	8
SLC11A1	8
OR6X1	8
PFKL	8
STK10	8
LCE3E	8
ZNF25	8
CATSPERD	8
RAD54L2	8
LYAR	8
AREL1	8
ASMT	8
TECPR1	8
GALNT18	8
AHI1	8
VWA5A	8
DLEC1	8
TBC1D8	8
ME3	8
NEURL4	8
H3C2	8
H2AC6	8
KIAA0232	8
NUP155	8
MYBPH	8
PER3	8
NOS3	8
PTK2B	8
MAEL	8
ACTB	8
TAAR2	8
FASTKD2	8
CD180	8
OR2B3	8
SMC1A	8
MYRIP	8
POU2F1	8
PTER	8
ZBTB33	8
XPO6	8
H1-5	8
NRDC	8
CEP85L	8
OR1J2	8
ZNF284	8
ULK2	8
KIF15	8
CCDC91	8
CMA1	8
DEUP1	8
NEUROD6	8
PREB	8
PRKAG3	8
NAT10	8
PSD3	8
DZIP1	8
PAQR9	8
FAR2	8
GMPS	8
TRIM33	8
MFSD1	8
PBX1	8
GLRB	8
TGM1	8
TRPM5	8
TSBP1	8
SPRY3	8
MYL2	8
APBA1	8
SYNGAP1	8
ARMCX5	8
LRRC37A3	8
ZNF568	8
WDHD1	8
AADACL2	8
CWC27	8
LCE2B	8
COL13A1	8
AMBRA1	8
SEPTIN6	8
SPATA7	8
PKLR	8
DPF2	8
CDC14A	8
ZNF133	8
ARHGAP29	8
SLCO1A2	8
CSDE1	8
INPP5D	8
MIB2	8
SLC9A5	8
KIAA1586	8
BANK1	8
SUPT5H	8
KDM3A	8
NCOA7	8
ZNF23	8
SPART	7
DLAT	7
TUBGCP5	7
PPAN-P2RY11	7
TIGIT	7
PPP2R5B	7
OTOL1	7
ARID3C	7
UBE2E3	7
ANKRD11	7
IRF2BP2	7
PC	7
PLD2	7
NBN	7
KRTAP12-2	7
GJA5	7
SCEL	7
ZNF211	7
TRMT6	7
PRKAA1	7
GLYATL2	7
ORC2	7
FAM217B	7
OR9Q1	7
HAP1	7
PXYLP1	7
APLNR	7
PPP2R2C	7
SLC25A12	7
ARHGEF10	7
TRBV24-1	7
MAPK8IP3	7
MSN	7
ARHGEF4	7
TRBV27	7
SMOC2	7
NR1I3	7
QTRT1	7
ARHGEF26	7
CCDC181	7
MS4A6E	7
PAX3	7
IFT52	7
DDX23	7
GCNT1	7
L3MBTL4	7
IFNB1	7
TGS1	7
LCTL	7
PITPNC1	7
CCDC57	7
IGHV1-2	7
ERBIN	7
NBPF11	7
IKBKE	7
TMEM177	7
BTD	7
ZNF169	7
EMILIN1	7
GRSF1	7
LRRC4	7
RPA4	7
EIF5B	7
CD84	7
IMMT	7
CER1	7
SIGLEC11	7
KRT16	7
KLK6	7
HTR2C	7
GDAP2	7
MST1R	7
RABGGTB	7
ADGRA2	7
TAS2R19	7
FAM199X	7
DOT1L	7
GATA1	7
OR10A6	7
OR1L1	7
CLDN25	7
ALX4	7
OSBPL11	7
MPP4	7
IGKV1-8	7
VPS45	7
DHX29	7
TRIM69	7
PLBD2	7
RNASE11	7
MBNL3	7
SLC5A9	7
FAM186B	7
PCDHAC2	7
CLEC1A	7
PPFIA1	7
KLHL41	7
GNL1	7
GLS	7
SSH3	7
ZCCHC14	7
CCSER2	7
STAM2	7
SERPINI1	7
ABL1	7
ULK1	7
GAPDHS	7
TLR9	7
OTP	7
DOCK1	7
ZKSCAN7	7
ZNF770	7
INTS12	7
PTPRE	7
LIPF	7
IFIT1B	7
GLIPR1	7
PTPRA	7
ZNF548	7
SERPINB9	7
KRTAP10-7	7
GPRC5C	7
OTX2	7
FOXB2	7
PNPLA8	7
BOLL	7
FCN1	7
C2CD2L	7
BUD13	7
RAI14	7
OPN1SW	7
LAIR1	7
FAM83F	7
EDA2R	7
KLHL7	7
PBX3	7
PTCD1	7
SLC35F6	7
PNPLA7	7
IL6R	7
RNF144A	7
BTN3A2	7
TESMIN	7
NKAPL	7
CCDC33	7
FIP1L1	7
SRP54	7
FBXL4	7
IL23R	7
SEC63	7
XPOT	7
SULT4A1	7
UGT8	7
HNRNPF	7
NCAPG	7
OR1D5	7
EXT2	7
FGD3	7
THEG	7
CHST8	7
C12orf42	7
TFEC	7
ESR2	7
SPESP1	7
CCDC81	7
GPLD1	7
OR9K2	7
IKBKB	7
MYO5C	7
SIX2	7
TAS2R40	7
PER1	7
PRMT6	7
PIWIL3	7
FAM227B	7
ADAL	7
OXCT1	7
TRIM56	7
MCM5	7
WDR27	7
CAPSL	7
HTR1B	7
FOXF2	7
PDCD6IP	7
CEACAM4	7
SH3GL3	7
ECPAS	7
TSR1	7
RNGTT	7
ZNF10	7
PTGIS	7
ELN	7
SP110	7
OR51B2	7
FANK1	7
PROC	7
ATP13A2	7
H3-4	7
CLCN5	7
SPOCD1	7
GFPT2	7
MLXIPL	7
OR8A1	7
PRDM1	7
CETP	7
ELF2	7
LCE1E	7
MMP20	7
RABEP1	7
FAM3D	7
SMURF1	7
GSDMA	7
GPR55	7
PRICKLE3	7
ZBTB10	7
RBMXL1	7
MFSD9	7
YIPF7	7
SLC19A3	7
TEKT1	7
TSSK1B	7
CBWD2	7
TMCC3	7
USP53	7
ITPKB	7
OLFM1	7
CLDN16	7
ALCAM	7
ANKRD45	7
ZNF559	7
